"V1","V2"
"Abhd12","Pttg1ip"
"Abhd12","Ndel1"
"Abhd12","Ear2"
"Mms19","Abhd12"
"Myh11","Cbfa2t3"
"Erlin2","Rpl26"
"Arhgap18","Tom1"
"Endod1","Cdc34"
"Rpl34-ps1","Marcks"
"Usp16","Rbm15b"
"Usp16","H2-Ke6"
"Adrm1","Tcp1"
"Timm50","Naa30"
"Snx8","Hmgcs1"
"Vapa","Csde1"
"Gnb4","Med15"
"Usp16","Ppp6r1"
"Usp16","Tpt1"
"Scaf8","Nudt16"
"Slc1a5","Mrpl24"
"Lars","Mars"
"Lsm12","Myh4"
"Fus","Twf1"
"Ahcyl2","Crot"
"Ahcyl2","Cad"
"Ahcyl2","Scaf1"
"Ahcyl2","Stard5"
"Ahcyl2","Cd74"
"Exoc5","Vhl"
"Palm","Nptn"
"Copg2","Cmtm6"
"Lyz2","Ap2a1"
"Zc3h11a","Galk1"
"Myl6","Rragd"
"Gmeb1","Slc3a2"
"Mapk14","Fhl3"
"Vps28","Mapk14"
"Arcn1","Jmjd6"
"Slc6a6","Dhrs11"
"Ppfibp2","Uxs1"
"Ppfibp2","Cnpy3"
"Dsp","Psme3"
"Lrch3","Ugt1a5"
"Lrch3","4930544G11Rik"
"Lrch3","Clec4b1"
"Sh3d19","Prkra"
"Card11","Ddx58"
"Chchd6","Card11"
"Card11","Ctbp2"
"Card11","Nqo1"
"Card11","Igtp"
"Card11","Wbp2"
"Card11","Ylpm1"
"Def6","Ampd3"
"Thbs1","Gcc1"
"Cdv3","Ndufa2"
"Smpdl3b","Cd40"
"Pelp1","Cd40"
"Nr3c1","Skap2"
"Ppp3ca","Homer3"
"Slc30a5","Nvl"
"Slc29a3","Sntb2"
"Ifitm3","Cox6c"
"Alkbh7","Mrpl24"
"Ehd2","Pex10"
"Gga1","Herc4"
"Aldh1a7","Csnk1d"
"Dnm1","Oasl1"
"Dnm1","Mitf"
"Eps8","Dnm1"
"Dnm1","Taf10"
"Mthfd1","Dnm1"
"Dnm1","Parp4"
"Gtf2a2","Synj2bp"
"Gna13","Rilpl2"
"Prtn3","Wdr75"
"Ppp6r3","Cryz"
"Dctpp1","Igf2bp1"
"Ppp6r3","Hk2"
"Brpf1","Dnmt3a"
"Acsl4","Dnmt3a"
"Pcbp4","Pds5b"
"Actn1","Rhoc"
"Casp7","Siae"
"Rab21","Hk2"
"Cs","Psmd4"
"Scin","Nup85"
"Zc3h18","Pigt"
"Exosc4","Rtn3"
"Pold3","Rasa4"
"Arhgef2","Sssca1"
"Ifih1","Sec23b"
"Slain2","Golim4"
"Rad21","Pla2g15"
"Oas1g","Nefl"
"Acot1","Slc1a5"
"Apobec1","Enah"
"Uchl5","Oxa1l"
"Elavl1","Sgk3"
"Lrrc20","Bcl7c"
"Nol10","Zeb2"
"Ybx2","1600014C10Rik"
"Sub1","Ict1"
"Rcsd1","Arpc1a"
"Ppp1r12c","Rock2"
"Vdac1","Malt1"
"Paox","Glrx"
"Dbnl","Larp4b"
"Akr1c19","Ncoa4"
"Nasp","Pycr2"
"Scamp2","Atp13a2"
"Snx2","Ptcd3"
"Snx2","Ppp2r1b"
"Limk1","Tnfaip8l3"
"Ikzf1","Nrp2"
"Ikzf1","Gstm7"
"Ikzf1","Card11"
"Ikzf1","Trim26"
"Ikzf1","C330007P06Rik"
"Fkbp1a","Bak1"
"Nol8","Rpl15"
"Cirbp","Zmiz1"
"0610009B22Rik","Gnl2"
"Mgl2","Baiap2"
"Naa10","Rsl1d1"
"Tpm1","Iqsec1"
"Dnmt3a","Iqsec1"
"Lypla1","Xpnpep1"
"Kifc5b","Lancl2"
"Inpp5f","Kifc5b"
"Utrn","Kifc5b"
"Mcat","Kifc5b"
"Nlrx1","Pmpca"
"Dsp","Ell"
"AI314180","Aatk"
"Hnrnpu","Tom1l2"
"Tom1l2","Bptf"
"Fbxo6","Rsad2"
"Ppp6r3","Pmpcb"
"Tpt1","Cisd1"
"Cd82","Pgls"
"Nfkbie","Cog4"
"Trim14","Mitf"
"Gpn1","Rbm15b"
"Bcap31","Deptor"
"Larp4b","Timm8b"
"Ly86","Sh3gl1"
"Apip","Abhd16a"
"2810408A11Rik","Sssca1"
"Papss1","Fyn"
"Mycbp","Hnrnph1"
"Ikzf2","Srsf1"
"Arhgef1","Mt1"
"Ifi47","Map3k11"
"Cep170","Slc30a5"
"Hectd1","Sf3b5"
"Ccnh","Mapk13"
"Tbck","Dnaja3"
"Tbck","Arfgef2"
"Stap1","Tbck"
"Tbck","Mitf"
"Tbck","Plbd1"
"Tbck","Arap1"
"Tbck","Snf8"
"Tbck","Cpsf1"
"Gba","Safb2"
"Bcat2","Stam"
"Inpp5k","Zmiz1"
"Bcat2","Sbf1"
"Serpinb8","Ppp1r9b"
"Kif23","Add1"
"Wipi2","Tln1"
"Ltf","Dus3l"
"Lrrc8c","Mrpl40"
"Igsf6","Kifap3"
"Nup85","Lztfl1"
"Kif3b","M6pr"
"Taf15","Ndufa4"
"Cd82","Myl9"
"Rpl13a","Cd82"
"Cd82","Tmem11"
"Gnpnat1","Cd82"
"Atpif1","Sec23a"
"Glrx","Irgm1"
"Gbp9","Ptprc"
"Ptprc","Mitf"
"Rps27l","Ptprc"
"Ptprc","Myl6b"
"Ptprc","Mapk14"
"Sub1","Bud31"
"Actr3b","Epn1"
"Actn2","Prex1"
"Pfdn5","Mrpl53"
"Otub1","Tbc1d2b"
"Parp9","Kif3b"
"Hnrnph1","Psme1"
"Ksr1","Hemk1"
"Slc1a5","Fam3c"
"Nptn","Ssr4"
"Srsf10","Traf7"
"Gmip","Tmem168"
"Sub1","Dtymk"
"Sh3glb2","Apip"
"Glmn","Gla"
"Nrf1","Tor1aip1"
"Tor1aip1","Mrps35"
"Tor1aip1","Rps2"
"Exoc2","Spg11"
"Ndufs3","Rpl17"
"Uqcrfs1","Rpl17"
"Mapk8","Atg7"
"Fam76a","Vps37c"
"Atp5f1","Cdc23"
"Dock11","Acsl3"
"Eif4a2","Dpp3"
"Trappc2l","Gbp5"
"Eef1a1","Tfip11"
"Upf2","Ercc6l"
"Denr","Tbc1d17"
"Tacc3","Copz2"
"Gapvd1","Psd4"
"Cstf3","Psd4"
"Psd4","9030624J02Rik"
"Inpp5f","Psd4"
"Casp1","Psd4"
"Utrn","Psd4"
"Psd4","Hist1h2ak"
"Psd4","Naa50"
"Bre","Exosc4"
"Fhl3","Ass1"
"Fhl3","Il4i1"
"Paox","Fhl3"
"Rps12","Fhl3"
"Fhl3","Sumo3"
"Serhl","Fhl3"
"Myo5b","Srsf1"
"Clec7a","0610009B22Rik"
"Dctn6","Cops6"
"Ints8","Cdk16"
"Ppp2r2d","Mmp9"
"Mmp9","Spcs3"
"Mmp9","Lamp2"
"Snrnp200","Ptbp1"
"Elovl1","Igf2r"
"Rhog","Gdi1"
"Slc12a9","Zbp1"
"Tnfrsf26","Med10"
"Med10","Tep1"
"Med10","Itgb5"
"Med10","Fam120c"
"Ap3s1","Eif6"
"Stat1","Pgam1"
"Smarce1","Commd4"
"Bcl7b","Oxsr1"
"Tbcb","Ivns1abp"
"Abcf1","Myl9"
"Glo1","Pdcd6"
"Acin1","Flna"
"Acin1","Asns"
"Ggh","Dhps"
"Pfkp","Phax"
"Exosc1","Rsf1"
"Tial1","Trim56"
"Sf3a2","Cnot2"
"Hgs","Nosip"
"Srp54c","Ppa2"
"Mea1","Tlr13"
"Arap1","Pik3cb"
"1110008F13Rik","Ncor2"
"Ppp1r12b","Lrrc59"
"Rps6ka1","Cdk5"
"Rps6ka1","Med15"
"Rps6ka1","Ercc6l"
"Ggta1","Ap1s1"
"Fam63b","Nmi"
"Rpl13a","Fam63b"
"Fam63b","Nacc1"
"Arih1","Fam63b"
"Sf3a2","Fam63b"
"Fam63b","App"
"Fam63b","Ranbp3"
"Fscb","App"
"Denr","Tmem11"
"Chchd6","Denr"
"Denr","Brd2"
"Suclg1","Gabarap"
"Tubg1","Psmc5"
"Pi4ka","Oat"
"Pi4ka","Mdh1"
"Pi4ka","Ylpm1"
"Pi4ka","Cblb"
"Fkbp2","Pi4ka"
"Gda","Pi4ka"
"Sidt2","Sec63"
"Rab5c","Ncor2"
"Dync1h1","Psmg4"
"Dok2","Rrp1"
"Leng8","Ncor2"
"Ncor2","Kif5a"
"Ncor2","Acsf2"
"Bphl","Ncor2"
"Kifc1","Sbno1"
"Kifc1","Twf2"
"Trex1","Kifc1"
"Snrnp200","Zmiz1"
"Snrnp200","Phf2"
"Rela","Cdkn2aipnl"
"Snx9","Snrnp200"
"Mettl1","Cdkn1b"
"Brap","Gsn"
"Ythdc1","Sumo3"
"Ddrgk1","Ugt1a10"
"Jmjd1c","Dis3"
"Nol10","Zeb2"
"Rpf2","Sarnp"
"Prmt5","Abcd3"
"Prkcq","Elane"
"U2af2","Polr2l"
"Pgd","Golgb1"
"Pla2g7","Morf4l1"
"Flot1","Fis1"
"Stx5a","Ssbp1"
"Sart3","Dpy30"
"Ppp1r12c","Dpy30"
"Dpy30","Fam32a"
"Rpl4","Dpy30"
"Dpy30","P4ha1"
"Dpy30","Glrx5"
"Tmed7","Dpy30"
"Stap1","Clec4b1"
"Clec4b1","Arhgdib"
"Lrch3","Clec4b1"
"Clec4b1","Prdx5"
"Add3","Clec4b1"
"Fndc3a","Ndufs1"
"Hspa1b","Gabarap"
"Ccdc50","Gss"
"Slain2","Lmbrd1"
"Psmd8","Cpped1"
"Kif16b","Rpa3"
"Rbm42","Psmc2"
"Mrpl24","Mrpl43"
"Commd6","Sbf1"
"Crot","Ybx2"
"Creg1","Akr7a5"
"Rpl12","Sdf4"
"Copa","Pabpc5"
"Pabpc5","Ttf2"
"Cope","Cbr3"
"Slc1a5","Tmem135"
"Cd74","Cpped1"
"Gapvd1","Grn"
"Gtf2i","Smad4"
"Myo1f","D1Pas1"
"Acot1","Des"
"Ggh","Vps37a"
"Tor1aip2","Hyou1"
"Mrps26","Uqcrfs1"
"Pycrl","Inpp5k"
"Ybx2","Hspa14"
"Eno2","Txn1"
"Sidt2","Hsd17b4"
"Gnpda1","Myl6b"
"Pdcd4","Tpm1"
"Pdcd4","Chrac1"
"Fermt3","Gmppb"
"Ppp3ca","Ndufs7"
"Cyfip2","Fkbp2"
"Ppp3ca","Prelid1"
"Chchd3","Wdr3"
"Chchd3","Prmt1"
"Chchd3","Exoc3"
"Ubap2","Uqcrh"
"Eif3c","Rpl19"
"Hspbap1","Gstm2"
"Gpn1","Shc1"
"Xpnpep1","Nup214"
"Gapvd1","Ndufs7"
"Rbm5","Gng12"
"Shkbp1","Adi1"
"Epn1","Ppp1r10"
"Fblim1","Atp5e"
"Ascc2","Rpl10a"
"Vps8","Cdk19"
"Ergic1","Cdk16"
"Gnpnat1","Cops5"
"Mthfr","Man2c1"
"Tbrg4","Fxr2"
"Snrpd3","Rps26"
"Zbtb8os","Fdps"
"Gfer","Itga1"
"Ddhd1","Mapkapk3"
"Prkd1","S100a9"
"Ythdf1","Eif4g2"
"Snx30","Tcea1"
"Snx30","Hnrnpf"
"Homer3","Snx30"
"Snx30","Mllt4"
"Psmb3","Mdh1"
"Agl","Psmg4"
"Igsf6","Commd4"
"Abcf1","Herc4"
"Bcap31","Tuba8"
"Wipi2","Med17"
"Xrn2","Ogfr"
"Car13","Xrn2"
"Xrn2","Ythdf3"
"Xrn2","Nup50"
"Xrn2","Cbx5"
"Mina","Xrn2"
"Ankrd44","Rab9"
"Ppp1r3d","Cspg4"
"Cbfa2t2","Myg1"
"Samsn1","Polr2c"
"Twf1","Alkbh5"
"1110037F02Rik","Tpr"
"Gipc2","Tmco1"
"Nptn","Akr7a5"
"Ube2e2","Map2k2"
"Copg2","Srgn"
"1110008F13Rik","Gapvd1"
"Alad","Gapvd1"
"Cd53","H2-M2"
"1110008F13Rik","Ppp3ca"
"Ppp3ca","Cotl1"
"Ppp3ca","Hexim1"
"Ppp3ca","Hnrnpc"
"Ppp3ca","Stx5a"
"Nucb2","Snx1"
"Nucb2","Mospd2"
"Mpo","Ireb2"
"Rpl4","Snx24"
"Slc12a9","Slfn5"
"Ap1m1","Ipo8"
"Axl","Eef1g"
"Tmem57","Irf2bp2"
"Dock8","Cd274"
"Cog8","Gak"
"Srsf7","Cspg4"
"Fbxo6","Tmed9"
"Npm3","Zc3h13"
"Ncoa5","Ncbp1"
"Adss","Zyx"
"F8a","Lsm14b"
"Msn","Rrp1"
"Itih5","Praf2"
"Itih5","Pno1"
"Tbck","Eef1a2"
"Zc3h18","Dnase2a"
"Nupl1","Ran"
"Gak","Gmpr2"
"Nup98","AI314180"
"Ints8","Nup98"
"Syf2","Ctps2"
"Asl","Ppp6c"
"Lrch3","Eef1a2"
"Lrch3","Csnk2a2"
"Smarca4","Rnf13"
"Gripap1","Arrb1"
"Cbfa2t2","Poglut1"
"Gripap1","Acpp"
"Stat5b","Gripap1"
"Ocrl","Psme3"
"Pttg1ip","Pdpk1"
"Clec10a","C330007P06Rik"
"Keap1","Blvrb"
"Dpcd","Nfya"
"Cdk19","Wipi2"
"Apoa1bp","Mtmr9"
"Mmp9","Prpf38b"
"Cfp","Hibadh"
"Polr2i","Mbnl3"
"Fip1l1","Pigt"
"Rpl35","Csnk2a1"
"Gcn1l1","Mfn2"
"Prkar2b","Mvk"
"Kcnk6","Lonp1"
"Rtn4","Rnf115"
"Sirpa","Myl9"
"Napg","Ppp6r3"
"Hist1h1t","Cars"
"Rpl13a","Cnot1"
"Cnot1","Tmem11"
"Sephs2","Creg1"
"Cnot1","Sf3a2"
"Tmem135","Cox5a"
"Nol8","Lsm4"
"Pam16","Gsdmd"
"Rac3","Psmd6"
"Rdx","Sssca1"
"Med10","Capn1"
"Mettl1","Specc1"
"Gpatch8","Arpc2"
"Acat1","Gpatch8"
"Gpatch8","Mpi"
"Cd200r1","Gpatch8"
"Wdr13","Gpatch8"
"Camk2g","Vps25"
"Stxbp5","Arih2"
"Ncor1","Bckdk"
"Gpn1","Rps16"
"Gpn1","Gabarap"
"Ythdf1","Gpn1"
"Cr1l","Lpgat1"
"Rbms2","Cad"
"Ddx39","Mak16"
"Sar1a","Sec23b"
"Cyb5r1","Atp2a1"
"Srsf4","Pml"
"Usp47","Zranb2"
"Gapdh","Cab39"
"Cbfa2t2","Vps16"
"Cbfa2t2","Mrps5"
"Cbfa2t2","Morf4l1"
"Cbfa2t2","Bach1"
"Ina","2410015M20Rik"
"Parp9","Acap1"
"Atad1","Acap1"
"Nup214","Tceb2"
"Glul","Huwe1"
"Erh","Chrac1"
"Rraga","Pycr1"
"Cs","Cuta"
"Glyr1","Irf3"
"Mknk1","Mfsd7b"
"Mknk1","Gsk3a"
"Mknk1","Cyp4f18"
"Ubtf","Mknk1"
"Mknk1","Hira"
"Metap2","Tnpo1"
"Arhgap30","Pak4"
"Ndufb11","Psmd13"
"Ints8","Rbm7"
"Mapk7","Nucb1"
"Tbrg4","Ppp2ca"
"Cblb","Cyp4f17"
"Rps6kb1","Ncor2"
"Trappc8","Ergic3"
"Derl2","Ccar1"
"Coro1a","Dlg1"
"Alkbh7","Grn"
"Atp1a3","Ppp2r2a"
"Chchd3","Pgm3"
"Sf3a2","Ppp1r8"
"Impdh1","Pank4"
"Erc1","Pank4"
"Sirt2","Pank4"
"Pcf11","Pank4"
"Pank4","Rab8b"
"Rnf123","Pank4"
"Pank4","Ahnak2"
"Otub1","Plekhm1"
"Asns","Mecr"
"Asns","Vps25"
"Asns","Dapk1"
"Nup155","Osbpl3"
"Nup155","Sh3bgrl2"
"Rabgap1","Ctps2"
"Cope","Limk1"
"Atp5h","Pde6d"
"Rsrc2","Smarcc2"
"Ncf2","Commd1"
"Clec4b1","Ring1"
"Ate1","Eif5"
"Hnrnph1","Tbrg4"
"Chm","Atf1"
"Trmt2a","Prkcd"
"Flna","Pgk1"
"Zmiz2","Ephx1"
"Pcbp4","Prpf8"
"Ppp1r3d","Ehd2"
"Maea","Ppp3r1"
"Stxbp5","Mocs1"
"Casp1","Klhdc4"
"Ly75","Galnt10"
"Sec24a","Mapk13"
"Ina","Bcl7c"
"AI314180","Anxa11"
"Parp9","Bcar3"
"Exosc1","Zfp592"
"Pfdn2","Eif3c"
"Tmsb10","Comtd1"
"Nol10","Chd4"
"Ppp1r3d","Akr1b3"
"Tbcb","Uck2"
"Leng8","Tecpr1"
"Decr1","Bcar3"
"Fgr","Dok3"
"Dok3","Lsm14a"
"Dok3","Lamp1"
"Runx1","Med22"
"Runx1","Dennd4c"
"Coro1a","Runx1"
"Runx1","Cpne2"
"Cox4i1","Runx1"
"Runx1","Rplp1"
"Psma6","Runx1"
"Runx1","Ints9"
"Runx1","Csnk1e"
"Hmga1","Runx1"
"Hspa1b","Runx1"
"Eif4b","Polr2i"
"Tmem87a","Sp2"
"Hist3h2a","Tcea2"
"Rpl37","Tom1"
"Npepl1","Tom1"
"Tom1","Agfg1"
"Sf3b3","Vdac1"
"Pabpc4","Tcea2"
"Mospd2","Trim34a"
"Pafah1b3","Aldoa"
"Wdr13","Inpp5k"
"Pilrb2","Ccdc134"
"Taf6","Srsf9"
"Suclg1","Decr1"
"Myh14","Parp4"
"Rab9b","Exoc2"
"Srsf12","Rab32"
"Tsn","Ubl5"
"Gmppa","Srsf2"
"Ogdhl","Mrps30"
"Irf3","Pgrmc2"
"Xrn2","Gmfb"
"Pcnt","Arf1"
"Ipo8","Vps37b"
"Zfr","Raf1"
"Gmeb2","Sarnp"
"Atp5b","Pmpcb"
"Ddx50","Sfn"
"Ptgs1","Meaf6"
"1110008F13Rik","Meaf6"
"Mapre3","Meaf6"
"Dctn6","Meaf6"
"Meaf6","Usp19"
"Rab5c","Meaf6"
"Nol11","Wdr33"
"Ampd3","Fam129b"
"Bod1l","Rps6ka3"
"Pdk1","Nomo1"
"Carm1","Pros1"
"Dnase2a","Mcat"
"Gopc","Ptpn1"
"Abi3","Prdx6"
"Abi3","Dnaja3"
"Srsf4","Slk"
"Abcf1","Ddx39"
"Ccnd2","Pex1"
"Golgb1","Keap1"
"Jmjd1c","Bag5"
"Ing5","Toe1"
"Srbd1","Nae1"
"Stx3","Ivd"
"Prrc2c","Pfkfb4"
"Rps6kb1","Pfkfb4"
"Ciao1","Plcg2"
"Mitf","Dnaja3"
"Serhl","Mitf"
"Ipo11","Psmc2"
"Ubxn4","Tomm22"
"Trpv2","Ergic3"
"Trpv2","Hsd17b11"
"Trpv2","Atp6v1f"
"Trpv2","Zc3h4"
"Trpv2","Pkn1"
"Trpv2","Ncln"
"Trpv2","Ano6"
"Trpv2","Pcyt1a"
"Aldoart1","Cc2d1a"
"Caprin1","Usp10"
"Cdc34","Nploc4"
"Pygm","Gdi1"
"Brsk1","Ugt1a5"
"Brsk1","Micall2"
"Brsk1","Arap1"
"Brsk1","Cyth4"
"Brsk1","Nfkb2"
"Add3","Brsk1"
"1110004F10Rik","Mark2"
"Cmc1","Mtor"
"Hnrnpa3","Tpm3"
"Irak4","Ccdc50"
"Gmps","Lztfl1"
"Cln5","Maea"
"Upp1","Hspbap1"
"Pygm","Gdi1"
"Nacad","Bysl"
"Nacad","Dner"
"Abcf1","Tpi1"
"Sirpa","Ncoa3"
"Irgm1","Bcar3"
"Gabpa","Rgs14"
"Cdc37l1","Gsk3a"
"Nub1","Ppp2r1b"
"BC017643","Uba1"
"Exoc1","Ppp2r1b"
"Ppp2r1b","Wbp11"
"Ppp2r1b","Dpysl3"
"Ppp2r1b","Ina"
"Thrap3","Nat10"
"Dnajc1","Ltn1"
"Serpinb8","Rplp1"
"Isyna1","Chmp1a"
"Fmnl3","Srp68"
"Uba1","Arhgdib"
"Usp5","Mark4"
"Nol8","Tgm2"
"Stat5b","Zfp384"
"Stat5b","Gm2a"
"Stat5b","Dip2c"
"Gbp5","Map3k7"
"Trmt2a","Pip4k2c"
"Rpap3","Lrrc25"
"Gnas","Skiv2l2"
"Usp47","Ptbp2"
"Pbrm1","Scarb2"
"Phf2","Txndc5"
"Commd6","Snx24"
"Birc6","G3bp2"
"F13a1","Ncl"
"Inpp5d","F13a1"
"Rps9","Atp6v1h"
"Dcun1d2","Zfyve19"
"Mfn1","Gosr2"
"Faim","Tbcd"
"U2af2","Eif4a2"
"Exosc10","Sema4a"
"Yif1a","Impdh1"
"Mgat1","Pip4k2c"
"Gla","Rpl35a"
"Trmt5","Actr1b"
"Mrpl37","Tlr2"
"Tlr2","1600014C10Rik"
"Lsm14a","Wdr18"
"Atp1a3","Tlr13"
"Tmed4","Rps9"
"Bicd1","Elmo1"
"Nxt2","Bicd1"
"Cox4i1","Qdpr"
"Ash2l","Ube2v2"
"Ash2l","Nt5c2"
"Atp6v1e1","Ggcx"
"Cd274","Znfx1"
"Usp16","Gmppb"
"Nenf","Nup107"
"Gpn1","Xiap"
"Xiap","Bnip3l"
"Arhgef6","Xiap"
"Anxa6","Aifm2"
"Ddhd1","Cnpy2"
"Shc1","Rabgap1"
"Utp6","Hp1bp3"
"Pdlim2","Car2"
"Actn1","Mocs1"
"Mov10","Emg1"
"Mmp9","Trip4"
"Ncoa3","Trip4"
"Trip4","Baiap2"
"Trip4","Hs1bp3"
"Trip4","Mocos"
"Melk","Adss"
"Mknk1","Cdc34"
"Ugt1a9","Parp4"
"Becn1","Nmi"
"Myd88","Prkca"
"Tmem135","Pygl"
"Fam107b","Cyfip1"
"Dock8","Rpia"
"Ptgs1","Ube2j1"
"Arhgap17","Setdb1"
"Tank","Rps6ka1"
"Acaa1a","Skap2"
"Dhrs1","Acot1"
"Hspbap1","Cc2d1a"
"Acadsb","Sap30"
"Snx30","Ube2n"
"Anks6","Med12"
"Erlec1","Dnmt3a"
"Ilkap","Mta1"
"AI314180","Numa1"
"Cd151","Wdr61"
"BC100530","Hint3"
"Impdh1","Pspc1"
"Nrd1","Sec11a"
"Ppp1r3d","Aldh1b1"
"Prpf4b","Arf3"
"Cblb","Ube2z"
"Nrbp1","Zeb2"
"Arfgef2","Gnb2"
"Fblim1","Rab11fip1"
"Cd47","Anxa6"
"Lsm1","Kcmf1"
"Papss1","Commd7"
"Papss1","Upp1"
"Papss1","Ncoa4"
"Ndufb11","Papss1"
"Irgm1","Suclg2"
"Ecsit","Usp47"
"Hax1","Thoc5"
"Glrx3","Hnrnpc"
"Ngp","Hnrnpr"
"Stk38","Nup37"
"Brpf1","Rxra"
"Pdlim7","Ssr2"
"Exoc5","Cdc37l1"
"Sec24a","Eif3k"
"Ccl3","Arap1"
"Prtn3","Wdr75"
"Cd53","Rragd"
"Myh14","Arl5a"
"Myh14","Hebp1"
"Myh14","Il4i1"
"Kif23","Gcn1l1"
"Opa1","C2cd2l"
"Rap1gds1","Sp2"
"Nkiras2","Sp2"
"Nol10","Sp2"
"Mta3","Acad9"
"Rfx1","Ccdc93"
"Gmppb","Nucb1"
"Pea15a","Rpl35a"
"Prkcq","Vti1a"
"Irgm1","Car4"
"Ociad1","Stx5a"
"Aifm2","Psmc2"
"Apoo","Naa10"
"Psmg4","Spr"
"Rcc2","Rpl15"
"Hnrnpu","Mmp9"
"Psmg4","Appl2"
"Fpr2","Nucb1"
"Cfp","Dtx3l"
"Elovl1","Bach1"
"Ccs","Nfkb2"
"Cope","Pygl"
"Map3k2","Nudt9"
"Alkbh7","Mrps26"
"Tbc1d9b","Actn2"
"Cyp4f18","Phgdh"
"Cyp4f18","Map1s"
"2310011J03Rik","Coro1b"
"Cbx1","Bckdhb"
"Tmem87a","3110009E18Rik"
"Ubxn6","3110009E18Rik"
"Pag1","Lemd3"
"Stxbp1","Dhx9"
"Mkl2","Aldoa"
"Lars","Mkl2"
"Npm1","Ccdc86"
"Tax1bp1","Rpl31"
"Sltm","Ubap2l"
"Cul4a","Hdgf"
"Cul4a","Rbm15b"
"Nudcd1","Tfe3"
"Pip5k1c","Pnp"
"Cox6c","Ifi35"
"Cab39l","S100a8"
"Hkdc1","Pak2"
"Eps15","Atf2"
"Safb2","Acly"
"Sirt2","Fen1"
"Sirt2","Cyfip1"
"Cetn3","Cyfip1"
"Pygl","Dohh"
"Dsp","Vamp3"
"Mrc1","Kctd10"
"Arhgef1","Cars"
"Arhgef1","P4hb"
"Dynlrb1","Rpl7"
"Ogt","Med12"
"Taf6","Sp1"
"Ifi30","Uck2"
"Uck2","Tssc4"
"Uck2","Gatad2a"
"Rps2","Tars2"
"Lztfl1","Cpne1"
"Uck2","Cd68"
"Uck2","Oxct1"
"Rab1b","Uck2"
"Ifih1","Snapin"
"Cdk2","Ireb2"
"Map4k2","Osbpl9"
"Meaf6","Cdk2ap2"
"Meaf6","Numb"
"Acaa1a","Malt1"
"Lss","9030617O03Rik"
"Nbas","Uchl1"
"Nbas","Hnrnph3"
"Nbas","Mbd3"
"Fbll1","Nbas"
"Nbas","Sec24c"
"Vps33b","Osbpl8"
"Uck2","Yif1a"
"Nup98","Spata5"
"Pddc1","Tubb2a"
"Exoc1","Rab1b"
"Gnl2","Rps28"
"Ppp2r2b","Pfkfb4"
"Zfp598","Cox17"
"Mbnl1","Zfand2b"
"Ecsit","Ptbp2"
"Impact","Tfe3"
"Gnb4","Ankle2"
"Dbr1","Nfyb"
"Tmem214","Hax1"
"Wdr55","Bst1"
"Cwc27","Itgav"
"Ssu72","Pno1"
"Eps15","Ube2h"
"Ldha","Rpl14"
"Trpv2","Srxn1"
"Trpv2","Mpp1"
"Syncrip","Hnrnph3"
"Brsk1","Pnpo"
"Gas7","Ppp1r10"
"Lsm1","Stxbp2"
"Ipo11","Snx32"
"Gda","Slk"
"Gda","Rab21"
"Gda","Srsf4"
"Gda","Gabarap"
"Gda","Nampt"
"Gda","Trappc9"
"Gda","Psmb9"
"Gda","Safb"
"Dtx3l","Fas"
"Nudt21","Cux1"
"Arih1","Ahnak"
"Rcor1","Pigx"
"Gigyf2","Cyp4f13"
"Stam2","Arcn1"
"Psmg4","Rpl18"
"Actg2","Gsk3a"
"Sumf1","Cox5a"
"Ecsit","Wbscr22"
"Acap1","Dhrs7"
"Vcl","Luc7l2"
"Spcs3","Vcl"
"Vcl","Tex264"
"Ewsr1","Vcl"
"Zmiz2","Vcl"
"Vcl","Lasp1"
"Eppk1","Vcl"
"Setd7","Mnt"
"Clec10a","Mnt"
"Mnt","Rps24"
"Pcnt","Copb2"
"Stat5b","Stx16"
"Stat5b","Eef1a1"
"Stat5b","Hpcal1"
"Stat5b","Gmpr"
"Cyfip2","1810030O07Rik"
"F8a","Slc1a5"
"Cops5","Plin3"
"Tusc1","Mrps26"
"Pik3cb","Lrrc59"
"Sap30","Tox4"
"Erlin2","Brd7"
"Stxbp5","Ndrg3"
"Mtr","Nucb1"
"Abcf2","Eef1a2"
"Eno2","Rnf113a1"
"Unc45a","Gspt1"
"Nudt7","Ppp1ca"
"B4galnt1","Ap2a1"
"Zfx","Aldh3b1"
"Lasp1","Urod"
"Alg2","Gsk3a"
"Pdk3","Nt5dc1"
"Otub1","Srsf2"
"Ccl22","Acap1"
"Sptlc2","Gfm1"
"Cog8","Impdh1"
"Vps33a","Cdk4"
"Ccdc9","Actc1"
"Enpep","Man2b1"
"Tmcc1","Ube2d3"
"Tmcc1","Sf1"
"Rps29","Uck1"
"Abhd16a","Rps29"
"Dpp3","Tfip11"
"Trip4","Atp13a2"
"Cnot1","Man2b1"
"Fam76a","Srpk2"
"Wdr13","Hist1h2bh"
"Gnb4","Grwd1"
"Tor1aip1","Atp5d"
"Atp5d","Plxdc2"
"Atp5d","Sf1"
"Ndufaf2","Krr1"
"Snx8","Arfip1"
"Hddc2","Vps29"
"Rprd1a","Lage3"
"Prpf40a","Rab11fip5"
"Mllt4","Hist1h1b"
"Glyr1","Pqbp1"
"Atp6ap1","Ireb2"
"Atp6ap1","Elmo1"
"Ddx3y","Smarce1"
"Nhlrc2","Mpo"
"Xpnpep1","Atp6v1h"
